id,loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,addr_state,dti,fico_range_low,fico_range_high,total_pymnt,total_rec_prncp,recoveries
1002624,10000,10000, 36 months,11.44%,329.47,B,B1,n/a,MORTGAGE,45293.0,Verified,Oct-2016,Fully Paid,major_purchase,CO,5.78,720,724,11725.43,10000.0,0.0
1002625,25000,25000, 60 months,18.0%,634.84,D,D1,< 1 year,RENT,68124.0,Source Verified,Dec-2018,Charged Off,major_purchase,CA,22.1,720,724,2949.82,2359.86,770.6
1002626,12000,12000, 60 months,16.55%,295.34,C,C2,10+ years,MORTGAGE,43458.0,Source Verified,Nov-2016,Current,medical,MA,24.09,660,664,6682.12,4525.04,0.0
1002627,30000,30000, 36 months,18.81%,1096.8,D,D4,5 years,OWN,74098.0,Verified,Jan-2016,Fully Paid,major_purchase,NJ,10.66,780,784,39165.56,30000.0,0.0
1002628,10000,10000, 36 months,26.6%,406.11,F,F2,< 1 year,MORTGAGE,93451.0,Verified,Jan-2016,Fully Paid,vacation,NJ,29.92,780,784,14111.24,10000.0,0.0
1002629,30000,30000, 60 months,11.58%,660.98,B,B3,1 year,MORTGAGE,110804.0,Not Verified,Feb-2018,Fully Paid,car,VA,15.6,740,744,38981.96,30000.0,0.0
1002630,35000,35000, 36 months,14.83%,1210.37,C,C5,10+ years,RENT,50035.0,Verified,Aug-2018,Fully Paid,medical,IL,29.72,675,679,42325.53,35000.0,0.0
1002631,12000,12000, 36 months,11.87%,397.83,B,B1,3 years,OWN,58548.0,Verified,Feb-2017,In Grace Period,house,VA,18.7,760,764,3562.94,2985.31,0.0
1002632,30000,30000, 60 months,19.08%,779.54,D,D3,1 year,MORTGAGE,15000.0,Not Verified,Mar-2017,Fully Paid,moving,NJ,22.16,660,664,46118.01,30000.0,0.0
1002633,12000,12000, 36 months,16.02%,422.0,C,C2,10+ years,MORTGAGE,69252.0,Verified,Sep-2016,Fully Paid,house,TX,30.94,660,664,14590.5,12000.0,0.0
1002634,30000,30000, 60 months,12.92%,681.36,B,B1,2 years,RENT,15000.0,Verified,Nov-2016,Fully Paid,medical,TX,13.94,705,709,39387.07,30000.0,0.0
1002635,5000,5000, 36 months,11.64%,165.21,B,B5,3 years,OWN,86511.0,Verified,Nov-2017,Default,small_business,AZ,30.44,720,724,1291.52,1033.22,254.03
1002636,8000,8000, 36 months,14.38%,274.9,C,C4,7 years,RENT,101667.0,Verified,Sep-2016,Fully Paid,credit_card,OH,7.19,760,764,9619.42,8000.0,0.0
1002637,25000,25000, 36 months,16.22%,881.64,C,C5,< 1 year,RENT,86832.0,Verified,Nov-2017,Fully Paid,debt_consolidation,CO,16.03,675,679,30721.61,25000.0,0.0
1002638,20000,20000, 36 months,7.34%,620.66,A,A5,3 years,RENT,87631.0,Source Verified,Apr-2017,Fully Paid,house,OH,7.67,780,784,21535.77,20000.0,0.0
1002639,8000,8000, 36 months,14.71%,276.19,C,C4,< 1 year,OWN,151318.0,Verified,Jan-2016,Charged Off,home_improvement,VA,17.79,760,764,3578.25,2862.6,156.16
1002640,15000,15000, 36 months,10.48%,487.4,B,B4,10+ years,OWN,106409.0,Not Verified,Oct-2017,Fully Paid,other,GA,31.7,720,724,17538.45,15000.0,0.0
1002641,35000,35000, 60 months,18.31%,894.68,D,D1,< 1 year,OWN,87951.0,Source Verified,Aug-2017,Fully Paid,house,NJ,31.26,675,679,53392.5,35000.0,0.0
1002642,8000,8000, 60 months,12.28%,179.09,B,B3,2 years,OWN,76449.0,Verified,Feb-2017,Current,credit_card,AZ,13.37,675,679,2744.44,2043.25,0.0
1002643,15000,15000, 60 months,19.21%,390.84,D,D4,1 year,MORTGAGE,15000.0,Source Verified,Nov-2018,Late (31-120 days),small_business,NC,23.37,720,724,8816.61,5639.52,0.0
1002644,35000,35000, 36 months,10.87%,1143.7,B,B3,5 years,MORTGAGE,87290.0,Verified,Aug-2016,Fully Paid,other,FL,16.83,660,664,39962.08,35000.0,0.0
1002645,25000,25000, 60 months,27.74%,774.48,F,F4,10+ years,MORTGAGE,36249.0,Verified,Mar-2018,Fully Paid,car,IL,30.83,690,694,44177.7,25000.0,0.0
1002646,35000,35000, 36 months,17.23%,1251.86,D,D4,1 year,OWN,76716.0,Not Verified,Nov-2016,Fully Paid,car,MI,20.56,780,784,42962.89,35000.0,0.0
1002647,5000,5000, 36 months,14.07%,171.06,C,C4,2 years,RENT,76263.0,Verified,Apr-2016,Current,credit_card,FL,16.18,780,784,1864.73,1514.03,0.0
1002648,25000,25000, 60 months,13.38%,573.7,B,B5,10+ years,RENT,78975.0,Source Verified,Jul-2018,Fully Paid,major_purchase,NJ,12.71,740,744,33385.8,25000.0,0.0
1002649,10000,10000, 36 months,8.48%,315.58,A,A4,1 year,RENT,48320.0,Source Verified,Oct-2016,Charged Off,other,NC,17.75,720,724,3767.8,3014.24,582.33
1002650,12000,12000, 60 months,14.89%,284.79,C,C3,1 year,RENT,107750.0,Source Verified,Aug-2018,Fully Paid,home_improvement,NC,24.86,705,709,16512.45,12000.0,0.0
1002651,30000,30000, 36 months,7.24%,929.61,A,A1,n/a,MORTGAGE,15000.0,Verified,Apr-2017,Late (31-120 days),house,NJ,8.83,760,764,12801.92,11476.07,0.0
1002652,12000,12000, 36 months,21.68%,456.3,E,E1,7 years,OWN,29149.0,Not Verified,Apr-2018,Fully Paid,other,AZ,33.28,760,764,15624.29,12000.0,0.0
1002653,8000,8000, 36 months,12.45%,267.44,B,B2,5 years,RENT,90834.0,Source Verified,Nov-2018,In Grace Period,other,PA,29.5,780,784,4431.32,3682.09,0.0
1002654,12000,12000, 60 months,24.02%,345.35,E,E4,7 years,RENT,15629.0,Not Verified,May-2016,Fully Paid,home_improvement,NY,26.81,740,744,20088.56,12000.0,0.0
1002655,10000,10000, 36 months,7.34%,310.33,A,A3,2 years,OWN,114931.0,Source Verified,Nov-2017,Current,small_business,NC,17.96,780,784,5031.7,4503.9,0.0
1002656,20000,20000, 36 months,6.45%,612.53,A,A4,1 year,RENT,98253.0,Source Verified,Dec-2017,Current,home_improvement,GA,9.48,780,784,8349.46,7572.84,0.0
1002657,30000,30000, 36 months,10.17%,970.41,B,B3,n/a,MORTGAGE,81453.0,Not Verified,Apr-2017,In Grace Period,small_business,VA,16.23,760,764,3830.82,3289.69,0.0
1002658,30000,30000, 60 months,26.56%,908.19,F,F4,n/a,OWN,68705.0,Source Verified,May-2017,In Grace Period,house,CO,34.07,760,764,26018.4,14324.31,0.0
1002659,35000,35000, 60 months,7.42%,700.0,A,A3,< 1 year,MORTGAGE,68588.0,Source Verified,Aug-2016,Current,other,NJ,25.15,720,724,17761.94,14801.62,0.0
1002660,25000,25000, 36 months,9.82%,804.57,B,B4,7 years,MORTGAGE,38605.0,Not Verified,Mar-2018,In Grace Period,car,FL,29.66,705,709,14463.56,12483.86,0.0
1002661,5000,5000, 60 months,6.55%,97.95,A,A1,10+ years,OWN,74591.0,Source Verified,May-2018,Current,home_improvement,OH,13.97,740,744,1899.0,1615.62,0.0
1002662,25000,25000, 60 months,19.11%,650.03,D,D1,5 years,OWN,88963.0,Source Verified,Feb-2017,Charged Off,home_improvement,TX,17.39,675,679,8183.36,6546.69,620.36
1002663,35000,35000, 60 months,5.74%,672.42,A,A1,< 1 year,RENT,93788.0,Verified,Dec-2017,Fully Paid,major_purchase,NC,3.29,740,744,38816.1,35000.0,0.0
1002664,12000,12000, 36 months,25.56%,480.68,E,E4,n/a,OWN,57055.0,Not Verified,Nov-2017,Fully Paid,vacation,NJ,22.92,760,764,17269.62,12000.0,0.0
1002665,10000,10000, 60 months,10.8%,216.43,B,B5,n/a,RENT,100885.0,Verified,Apr-2016,Current,major_purchase,NJ,28.28,705,709,6260.89,4821.34,0.0
1002666,35000,35000, 36 months,6.79%,1077.34,A,A4,n/a,OWN,83713.0,Not Verified,Jan-2017,Current,home_improvement,NY,29.08,705,709,9572.94,8638.89,0.0
1002667,5000,5000, 60 months,26.1%,150.0,F,F3,n/a,MORTGAGE,89165.0,Not Verified,Feb-2018,Fully Paid,vacation,CA,20.41,675,679,8720.73,5000.0,0.0
1002668,10000,10000, 36 months,8.98%,317.9,B,B4,10+ years,RENT,139566.0,Verified,Oct-2018,Current,credit_card,TX,26.86,720,724,4491.38,3924.52,0.0
1002669,12000,12000, 36 months,29.93%,508.96,G,G2,5 years,OWN,41304.0,Source Verified,Apr-2016,Current,home_improvement,AZ,21.24,740,744,5331.34,3491.66,0.0
1002670,25000,25000, 36 months,24.6%,988.71,E,E5,10+ years,MORTGAGE,57515.0,Not Verified,Feb-2017,Fully Paid,house,AZ,12.27,780,784,35318.22,25000.0,0.0
1002671,15000,15000, 36 months,7.41%,465.97,A,A5,10+ years,MORTGAGE,110550.0,Not Verified,Nov-2018,Late (31-120 days),other,TX,28.89,760,764,7467.32,6677.22,0.0
1002672,5000,5000, 36 months,19.36%,184.19,D,D4,5 years,MORTGAGE,48347.0,Not Verified,May-2017,Current,home_improvement,CA,3.56,780,784,1804.05,1360.35,0.0
1002673,12000,12000, 60 months,15.74%,290.16,C,C3,1 year,RENT,45377.0,Verified,Apr-2016,Fully Paid,medical,WA,15.09,760,764,17263.07,12000.0,0.0
1002674,35000,35000, 36 months,20.51%,1309.84,D,D1,1 year,RENT,74219.0,Source Verified,Jan-2016,Fully Paid,medical,AZ,5.49,720,724,45086.46,35000.0,0.0
1002675,35000,35000, 36 months,7.19%,1083.74,A,A3,3 years,OWN,76046.0,Not Verified,Apr-2016,Charged Off,moving,NY,21.75,675,679,10179.81,8143.85,1529.28
1002676,15000,15000, 36 months,12.5%,501.8,B,B1,3 years,RENT,82224.0,Source Verified,Jun-2017,Fully Paid,small_business,AZ,25.74,760,764,17833.42,15000.0,0.0
1002677,25000,25000, 36 months,24.27%,984.37,E,E3,3 years,OWN,53255.0,Not Verified,Oct-2017,Current,other,FL,15.03,705,709,10085.34,7114.91,0.0
1002678,15000,15000, 60 months,10.86%,325.09,B,B2,7 years,OWN,59137.0,Verified,Sep-2017,Fully Paid,major_purchase,NY,18.5,690,694,19095.18,15000.0,0.0
1002679,25000,25000, 36 months,13.9%,853.23,C,C1,7 years,MORTGAGE,74408.0,Source Verified,Oct-2018,Late (31-120 days),vacation,FL,12.99,690,694,11757.28,9569.26,0.0
1002680,5000,5000, 60 months,14.88%,118.63,C,C4,2 years,MORTGAGE,118724.0,Not Verified,Mar-2016,Fully Paid,credit_card,AZ,18.32,660,664,6828.99,5000.0,0.0
1002681,12000,12000, 36 months,23.65%,468.59,E,E5,10+ years,RENT,90406.0,Verified,Jul-2016,Charged Off,car,AZ,28.18,780,784,1386.24,1109.0,456.88
1002682,25000,25000, 60 months,11.31%,547.43,B,B5,10+ years,MORTGAGE,65621.0,Source Verified,Jul-2018,Fully Paid,house,PA,9.98,780,784,31355.34,25000.0,0.0
1002683,20000,20000, 60 months,19.65%,525.99,D,D2,7 years,RENT,115504.0,Source Verified,Mar-2016,Fully Paid,moving,PA,27.37,780,784,30487.45,20000.0,0.0
1002684,8000,8000, 60 months,12.19%,178.72,B,B3,7 years,MORTGAGE,142092.0,Source Verified,May-2016,Current,vacation,NJ,16.49,705,709,5228.21,3900.48,0.0
1002685,15000,15000, 60 months,17.8%,379.27,C,C2,2 years,MORTGAGE,97307.0,Verified,Apr-2017,Late (31-120 days),small_business,AZ,30.33,675,679,2849.25,1878.11,0.0
1002686,30000,30000, 60 months,19.3%,783.18,D,D1,7 years,OWN,65672.0,Verified,Jul-2018,Default,credit_card,VA,15.2,740,744,10141.64,8113.31,844.68
1002687,10000,10000, 60 months,14.1%,233.2,C,C3,3 years,RENT,88692.0,Verified,Aug-2018,Fully Paid,debt_consolidation,NJ,21.3,740,744,13524.81,10000.0,0.0
1002688,12000,12000, 36 months,19.37%,442.12,D,D3,2 years,MORTGAGE,100557.0,Source Verified,Jun-2018,Fully Paid,small_business,OH,29.97,690,694,15882.54,12000.0,0.0
1002689,8000,8000, 60 months,12.2%,178.77,B,B1,2 years,MORTGAGE,183522.0,Verified,Apr-2016,Current,moving,WA,34.16,740,744,3635.13,2711.22,0.0
1002690,30000,30000, 36 months,26.99%,1224.6,F,F4,n/a,RENT,72344.0,Verified,Jan-2016,In Grace Period,moving,MI,23.24,760,764,7527.59,5122.48,0.0
1002691,12000,12000, 60 months,6.17%,232.94,A,A1,2 years,MORTGAGE,67994.0,Source Verified,Mar-2017,Current,vacation,MA,32.15,720,724,3443.05,2956.17,0.0
1002692,5000,5000, 36 months,26.65%,203.19,F,F1,5 years,RENT,68042.0,Source Verified,Sep-2018,Current,home_improvement,MI,32.02,760,764,2036.83,1392.26,0.0
1002693,35000,35000, 36 months,17.64%,1259.02,D,D4,< 1 year,MORTGAGE,89150.0,Verified,Apr-2016,Fully Paid,home_improvement,TX,30.1,705,709,44744.14,35000.0,0.0
1002694,35000,35000, 60 months,9.31%,731.82,A,A2,5 years,MORTGAGE,127055.0,Verified,Jul-2017,Fully Paid,other,NY,29.97,780,784,43084.34,35000.0,0.0
1002695,35000,35000, 60 months,12.29%,783.69,B,B4,10+ years,RENT,109162.0,Not Verified,Jul-2016,In Grace Period,house,MI,26.91,660,664,15095.58,11236.27,0.0
1002696,25000,25000, 60 months,6.03%,483.67,A,A3,10+ years,MORTGAGE,139047.0,Source Verified,Feb-2018,Fully Paid,medical,NY,22.33,760,764,27953.89,25000.0,0.0
1002697,35000,35000, 36 months,14.54%,1205.42,C,C4,< 1 year,RENT,18100.0,Not Verified,Jun-2017,Fully Paid,car,NJ,28.97,675,679,42415.62,35000.0,0.0
1002698,15000,15000, 36 months,8.85%,475.95,A,A3,7 years,RENT,15000.0,Source Verified,Jan-2018,In Grace Period,house,PA,20.85,660,664,7456.47,6527.71,0.0
1002699,8000,8000, 36 months,28.12%,331.43,F,F2,5 years,RENT,64486.0,Not Verified,May-2016,Current,debt_consolidation,MA,16.43,780,784,2753.2,1846.01,0.0
1002700,8000,8000, 60 months,5.64%,153.33,A,A3,< 1 year,RENT,88038.0,Source Verified,Mar-2018,Current,vacation,FL,31.71,760,764,4212.23,3662.89,0.0
1002701,15000,15000, 36 months,7.12%,463.98,A,A3,< 1 year,RENT,28306.0,Source Verified,Jul-2016,Current,home_improvement,CO,21.74,675,679,7926.17,7117.92,0.0
1002702,20000,20000, 36 months,7.39%,621.11,A,A5,3 years,OWN,71152.0,Source Verified,Nov-2017,Fully Paid,vacation,VA,27.0,780,784,21369.23,20000.0,0.0
1002703,8000,8000, 36 months,13.62%,271.95,C,C5,3 years,MORTGAGE,17804.0,Source Verified,Jul-2017,Fully Paid,credit_card,IL,19.16,660,664,9689.35,8000.0,0.0
1002704,35000,35000, 60 months,6.46%,684.16,A,A5,5 years,MORTGAGE,50174.0,Verified,Jun-2016,Charged Off,moving,CO,23.85,690,694,9118.6,7294.88,3071.85
1002705,35000,35000, 60 months,31.61%,1167.22,G,G4,2 years,RENT,97078.0,Verified,Apr-2017,Current,credit_card,MI,30.11,660,664,15906.52,7949.49,0.0
1002706,5000,5000, 60 months,19.7%,131.64,D,D4,2 years,MORTGAGE,24960.0,Source Verified,Oct-2018,Fully Paid,moving,VA,12.75,705,709,7509.15,5000.0,0.0
1002707,8000,8000, 36 months,11.43%,263.54,B,B5,2 years,MORTGAGE,105452.0,Verified,Aug-2018,In Grace Period,debt_consolidation,NY,28.26,690,694,1777.81,1499.09,0.0
1002708,10000,10000, 36 months,20.19%,372.6,D,D2,1 year,MORTGAGE,51007.0,Not Verified,Apr-2016,Charged Off,small_business,CA,22.96,675,679,5724.7,4579.76,585.45
1002709,12000,12000, 36 months,10.81%,391.79,B,B5,5 years,RENT,85632.0,Verified,Oct-2017,Charged Off,vacation,FL,12.85,660,664,6117.85,4894.28,284.22
1002710,25000,25000, 36 months,8.96%,794.53,B,B2,3 years,MORTGAGE,80815.0,Source Verified,Jan-2017,Current,other,PA,16.84,720,724,2909.51,2543.0,0.0
1002711,20000,20000, 36 months,13.29%,676.68,B,B2,< 1 year,OWN,93984.0,Verified,Apr-2016,Fully Paid,house,NY,2.08,660,664,24299.63,20000.0,0.0
1002712,25000,25000, 36 months,18.11%,905.19,C,C5,1 year,OWN,53787.0,Verified,May-2018,Fully Paid,medical,NY,22.18,705,709,31838.52,25000.0,0.0
1002713,25000,25000, 60 months,7.96%,506.43,A,A2,1 year,MORTGAGE,44764.0,Not Verified,Jun-2017,Current,house,IL,29.47,660,664,10582.47,8706.76,0.0
1002714,12000,12000, 36 months,16.69%,425.98,C,C1,3 years,OWN,92903.0,Source Verified,May-2017,Fully Paid,small_business,CO,28.44,740,744,15269.34,12000.0,0.0
1002715,5000,5000, 60 months,6.83%,98.61,A,A4,1 year,RENT,92293.0,Verified,Feb-2016,Fully Paid,other,CO,24.71,780,784,5832.86,5000.0,0.0
1002716,35000,35000, 60 months,15.8%,847.42,C,C3,n/a,RENT,129318.0,Source Verified,May-2017,Current,major_purchase,TX,7.94,740,744,14249.58,9808.9,0.0
1002717,8000,8000, 36 months,31.74%,347.28,G,G1,3 years,OWN,87365.0,Not Verified,Dec-2018,In Grace Period,major_purchase,CA,20.38,740,744,2033.93,1301.5,0.0
1002718,15000,15000, 60 months,21.62%,411.05,E,E4,5 years,RENT,29524.0,Verified,May-2018,Late (31-120 days),moving,FL,15.71,690,694,11181.47,6800.55,0.0
1002719,10000,10000, 60 months,17.28%,250.03,D,D2,10+ years,OWN,58590.0,Source Verified,Jul-2018,Charged Off,other,CA,14.04,760,764,5418.52,4334.81,136.46
1002720,8000,8000, 60 months,21.42%,218.32,D,D1,n/a,OWN,50617.0,Verified,Apr-2018,Current,moving,MI,22.66,720,724,4752.14,2902.25,0.0
1002721,12000,12000, 36 months,14.71%,414.28,C,C2,10+ years,OWN,58752.0,Not Verified,Apr-2017,Fully Paid,other,WA,34.59,780,784,14367.48,12000.0,0.0
1002722,35000,35000, 36 months,7.61%,1090.49,A,A4,2 years,OWN,98601.0,Verified,Feb-2018,Charged Off,home_improvement,CO,17.93,690,694,6620.16,5296.13,2832.17
1002723,12000,12000, 36 months,10.32%,389.01,B,B4,n/a,OWN,15000.0,Source Verified,Jan-2017,Charged Off,credit_card,AZ,19.49,660,664,5519.9,4415.92,745.42
1002724,35000,35000, 36 months,29.55%,1477.19,G,G3,< 1 year,MORTGAGE,15000.0,Source Verified,Nov-2018,Fully Paid,house,OH,17.17,740,744,51414.22,35000.0,0.0
1002725,8000,8000, 36 months,22.85%,309.05,E,E5,n/a,MORTGAGE,60512.0,Source Verified,Oct-2017,Fully Paid,home_improvement,CO,8.43,690,694,11106.98,8000.0,0.0
1002726,5000,5000, 60 months,9.3%,104.52,B,B5,3 years,OWN,31116.0,Source Verified,Feb-2016,Fully Paid,moving,CA,4.11,720,724,5968.32,5000.0,0.0
1002727,12000,12000, 60 months,9.76%,253.55,B,B1,1 year,MORTGAGE,97265.0,Source Verified,May-2018,Fully Paid,vacation,PA,16.11,705,709,14712.47,12000.0,0.0
1002728,25000,25000, 60 months,13.79%,578.99,C,C2,1 year,OWN,92778.0,Not Verified,Nov-2017,Current,vacation,TX,13.28,690,694,8842.03,6363.12,0.0
1002729,20000,20000, 60 months,14.86%,474.33,C,C3,< 1 year,RENT,68642.0,Not Verified,Dec-2017,Fully Paid,house,IL,30.46,660,664,28427.56,20000.0,0.0
1002730,5000,5000, 36 months,11.22%,164.21,B,B5,n/a,MORTGAGE,83955.0,Not Verified,May-2018,Charged Off,vacation,NY,27.62,760,764,735.44,588.35,466.43
1002731,15000,15000, 36 months,14.5%,516.31,C,C1,1 year,RENT,75664.0,Not Verified,Feb-2016,Charged Off,home_improvement,VA,6.96,780,784,4910.1,3928.08,238.46
1002732,12000,12000, 60 months,16.15%,292.77,C,C1,n/a,MORTGAGE,71177.0,Verified,Mar-2016,Current,house,CA,30.88,720,724,7211.97,4926.72,0.0
1002733,35000,35000, 60 months,11.44%,768.69,B,B5,2 years,RENT,85549.0,Verified,Dec-2016,Fully Paid,small_business,PA,13.3,780,784,45288.75,35000.0,0.0
1002734,20000,20000, 36 months,22.19%,765.78,E,E5,< 1 year,MORTGAGE,101707.0,Not Verified,Mar-2016,Fully Paid,major_purchase,CA,11.36,660,664,26787.67,20000.0,0.0
1002735,8000,8000, 36 months,27.93%,330.61,F,F3,2 years,MORTGAGE,22669.0,Not Verified,Apr-2018,Default,house,MA,25.35,780,784,3015.48,2412.39,338.51
1002736,35000,35000, 60 months,9.26%,730.97,B,B4,n/a,OWN,67210.0,Verified,Sep-2017,In Grace Period,other,GA,15.44,660,664,13769.34,10988.3,0.0
1002737,30000,30000, 60 months,9.24%,626.25,B,B5,5 years,RENT,46770.0,Not Verified,Aug-2018,Default,small_business,MI,31.48,660,664,9322.01,7457.61,1335.8
1002738,35000,35000, 60 months,18.15%,891.63,D,D3,3 years,MORTGAGE,87859.0,Source Verified,Dec-2017,Fully Paid,credit_card,GA,8.4,675,679,51176.68,35000.0,0.0
1002739,10000,10000, 60 months,9.76%,211.29,B,B4,3 years,OWN,91816.0,Not Verified,Sep-2018,Fully Paid,medical,PA,26.36,675,679,12612.78,10000.0,0.0
1002740,10000,10000, 36 months,19.85%,370.87,D,D5,10+ years,OWN,100839.0,Verified,Nov-2017,Current,small_business,MI,14.5,780,784,4712.36,3529.51,0.0
1002741,5000,5000, 60 months,12.56%,112.64,B,B4,2 years,RENT,75815.0,Not Verified,Apr-2017,Charged Off,vacation,MI,4.77,690,694,734.85,587.88,385.51
1002742,30000,30000, 36 months,8.95%,953.29,B,B4,3 years,RENT,147666.0,Not Verified,Jul-2017,Late (31-120 days),small_business,PA,8.88,760,764,9107.27,7961.27,0.0
1002743,25000,25000, 60 months,19.42%,654.3,D,D3,7 years,OWN,63407.0,Verified,Apr-2018,Fully Paid,car,CA,9.1,720,724,39144.27,25000.0,0.0
1002744,25000,25000, 60 months,16.47%,614.21,D,D3,< 1 year,OWN,110745.0,Verified,Dec-2017,Current,moving,GA,24.76,660,664,8680.91,5888.94,0.0
1002745,8000,8000, 36 months,12.15%,266.29,B,B2,5 years,RENT,64550.0,Not Verified,Jan-2017,Fully Paid,major_purchase,NY,6.86,780,784,9477.98,8000.0,0.0
1002746,35000,35000, 36 months,20.44%,1308.59,D,D4,2 years,OWN,125743.0,Source Verified,Aug-2018,Late (31-120 days),medical,WA,23.28,690,694,8740.16,6493.54,0.0
1002747,30000,30000, 36 months,19.0%,1099.68,D,D1,1 year,MORTGAGE,15000.0,Verified,Feb-2016,Charged Off,car,WA,24.61,675,679,8051.57,6441.26,2111.33
1002748,5000,5000, 36 months,5.22%,150.35,A,A1,5 years,MORTGAGE,88666.0,Verified,Jan-2016,Current,other,IL,4.66,740,744,2514.53,2322.85,0.0
1002749,12000,12000, 60 months,25.83%,358.08,F,F1,1 year,RENT,124853.0,Source Verified,Mar-2017,Fully Paid,house,GA,10.81,740,744,20693.75,12000.0,0.0
1002750,10000,10000, 36 months,18.37%,363.38,D,D2,3 years,RENT,95703.0,Not Verified,Oct-2017,Current,credit_card,FL,23.68,690,694,4501.35,3440.96,0.0
1002751,5000,5000, 36 months,7.06%,154.52,A,A3,10+ years,MORTGAGE,55747.0,Verified,Nov-2016,Fully Paid,vacation,GA,8.61,760,764,5320.92,5000.0,0.0
1002752,30000,30000, 60 months,7.48%,600.85,A,A4,1 year,OWN,95018.0,Verified,Nov-2017,Default,moving,WA,3.06,780,784,3298.19,2638.55,424.88
1002753,5000,5000, 36 months,14.56%,172.25,C,C5,7 years,MORTGAGE,94030.0,Source Verified,Nov-2017,Charged Off,credit_card,GA,17.5,760,764,2597.49,2077.99,23.76
1002754,25000,25000, 36 months,14.78%,863.94,C,C4,3 years,MORTGAGE,128379.0,Verified,Jun-2016,Current,credit_card,MI,18.53,740,744,6516.89,5238.35,0.0
1002755,12000,12000, 60 months,17.88%,303.94,D,D3,3 years,OWN,53593.0,Source Verified,Sep-2017,Current,debt_consolidation,CO,5.08,675,679,4095.68,2695.06,0.0
1002756,5000,5000, 36 months,7.46%,155.44,A,A2,3 years,MORTGAGE,69478.0,Source Verified,Jan-2017,Fully Paid,small_business,FL,11.19,740,744,5565.64,5000.0,0.0
1002757,10000,10000, 36 months,30.19%,425.56,G,G2,7 years,MORTGAGE,15000.0,Not Verified,Jul-2018,Current,home_improvement,CO,32.04,780,784,4429.83,2891.51,0.0
1002758,15000,15000, 36 months,7.13%,464.05,B,B1,5 years,OWN,15000.0,Verified,Feb-2016,Current,moving,MA,22.51,780,784,7638.16,6858.24,0.0
1002759,20000,20000, 36 months,10.74%,652.31,B,B1,1 year,OWN,104373.0,Source Verified,Mar-2017,Fully Paid,major_purchase,CA,32.49,760,764,23046.1,20000.0,0.0
1002760,5000,5000, 60 months,20.11%,132.78,D,D2,n/a,RENT,85101.0,Source Verified,Apr-2018,Late (31-120 days),car,NY,20.23,780,784,2814.79,1766.57,0.0
1002761,10000,10000, 36 months,20.1%,372.15,D,D5,10+ years,MORTGAGE,59238.0,Verified,Sep-2016,Late (31-120 days),other,FL,22.44,720,724,1816.0,1355.49,0.0
1002762,10000,10000, 60 months,28.72%,315.72,F,F2,< 1 year,MORTGAGE,41101.0,Not Verified,Oct-2018,Current,car,TX,33.82,690,694,7964.25,4204.28,0.0
1002763,20000,20000, 36 months,19.04%,733.52,D,D2,10+ years,MORTGAGE,70348.0,Source Verified,Apr-2017,Fully Paid,debt_consolidation,NJ,7.07,780,784,25374.12,20000.0,0.0
1002764,10000,10000, 36 months,13.65%,340.08,C,C2,n/a,MORTGAGE,84477.0,Source Verified,Sep-2016,Fully Paid,vacation,AZ,32.13,660,664,11803.76,10000.0,0.0
1002765,10000,10000, 36 months,16.91%,356.08,C,C5,5 years,OWN,53104.0,Verified,Oct-2017,Fully Paid,medical,GA,27.69,690,694,12788.88,10000.0,0.0
1002766,10000,10000, 36 months,6.6%,306.95,A,A1,10+ years,OWN,109458.0,Source Verified,Apr-2017,Current,major_purchase,TX,4.14,780,784,4994.78,4520.08,0.0
1002767,25000,25000, 60 months,23.99%,719.05,E,E2,7 years,RENT,89091.0,Source Verified,Jul-2016,Charged Off,home_improvement,FL,11.7,720,724,3586.9,2869.52,54.6
1002768,5000,5000, 36 months,26.19%,201.96,F,F4,1 year,MORTGAGE,50266.0,Verified,Oct-2017,Fully Paid,home_improvement,FL,24.24,705,709,7130.18,5000.0,0.0
1002769,12000,12000, 36 months,23.42%,467.15,E,E2,n/a,RENT,66567.0,Not Verified,Sep-2018,Current,home_improvement,IL,19.05,760,764,3717.66,2652.72,0.0
1002770,25000,25000, 36 months,5.7%,757.15,A,A5,7 years,MORTGAGE,93190.0,Verified,May-2016,Fully Paid,other,MA,19.41,780,784,26888.49,25000.0,0.0
1002771,8000,8000, 36 months,10.61%,260.43,B,B4,2 years,OWN,83845.0,Not Verified,Nov-2017,Current,other,MA,34.33,675,679,4630.15,3950.86,0.0
1002772,35000,35000, 60 months,16.05%,852.06,C,C4,7 years,RENT,123779.0,Verified,Jun-2016,Fully Paid,medical,GA,9.38,675,679,49806.82,35000.0,0.0
1002773,30000,30000, 36 months,10.53%,975.5,B,B1,3 years,OWN,112945.0,Source Verified,Jan-2018,Fully Paid,moving,NY,27.66,660,664,33848.37,30000.0,0.0
1002774,10000,10000, 60 months,22.0%,276.19,E,E3,7 years,OWN,60178.0,Source Verified,Nov-2016,Default,vacation,AZ,26.12,705,709,4942.7,3954.16,307.11
1002775,10000,10000, 60 months,6.61%,196.18,A,A1,5 years,MORTGAGE,52514.0,Not Verified,Feb-2017,Fully Paid,vacation,WA,34.41,740,744,11727.62,10000.0,0.0
